property_url,Rent,Sub-Type,Furnishing,Listed By,Car Parking,Meals Included,error
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-phase-4no-timing-issue-in-sector-59-mohali-iid-1803289788,"₹ 5,999",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-only-in-landran-mohali-iid-1808049670,"₹ 6,300",PG,Furnished,Owner,3,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-for-for-boys-independent-house-in-sector-61-mohali-iid-1808041828,"₹ 6,000",PG,Furnished,Owner,3,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-room-on-rent-only-for-girls-totel-rent-7000-in-sector-71-mohali-iid-1808015710,"₹ 7,000",Roommate,Semi-Furnished,,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-girls-in-sector-59-phase-5-mohali-iid-1807999832,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-one-room-sat-roomate-in-sector-41d-chandigarh-iid-1796446578,"₹ 4,000",Roommate,Furnished,Owner,0,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-pg-for-boys-in-sector-60-phase-3b2-mohali-iid-1807981260,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-pg-for-girls-in-sector-60-phase-3b2-mohali-iid-1807981071,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-a1-boys-pg-in-3b2-mohali-with-food-only-5500-in-sector-60-phase-3b2-mohali-iid-1807979419,"₹ 5,500",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-with-food-in-phase-7-only-6000-in-sector-61-mohali-iid-1807979085,"₹ 6,000",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-boys-pg-in-mohali-in-industrial-area-phase-8-mohali-iid-1801816527,"₹ 6,500",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-newly-built-girls-pg-near-phase-8-mohali-in-industrial-area-phase-8-mohali-iid-1801818593,"₹ 8,000",PG,Furnished,Owner,0,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-room-sharing-available-for-girls-in-sector-120-mohali-iid-1807938149,"₹ 6,500",Roommate,Semi-Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-5500-with-ac-in-sector-60-phase-3b2-mohali-iid-1807924216,"₹ 6,000",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-ac-rooms-3-time-food-night-shift-allow-in-sector-69-mohali-iid-1806862805,"₹ 6,000",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-only-in-phase-1-mohali-iid-1807876927,"₹ 3,500",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-boy-girl-sharing-in-sohana-village-mohali-iid-1807867782,"₹ 3,500",PG,Furnished,Dealer,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-good-room-attach-bathroom-good-condition-room-in-balongi-mohali-iid-1807865540,"₹ 2,500",PG,Semi-Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-ac-fridge-kitchenground-floor-in-phase-1-mohali-iid-1803667998,"₹ 5,000",PG,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-sector-61-mohali-iid-1807832402,"₹ 7,000",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-centrally-located-in-sector-71-mohali-iid-1784066870,"₹ 4,500",PG,Furnished,Owner,,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-74-75-phase-1-3-5-7-8-mohali-in-industrial-area-phase-8b-mohali-iid-1807452345,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-with-food-in-sector-60-phase-3b2-mohali-iid-1807771813,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-pg-for-girls-in-sector-60-phase-3b2-mohali-iid-1807771437,"₹ 7,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-available-for-girl-will-be-offered-homely-food-and-environment-in-sector-114-mohali-iid-1807768480,"₹ 11,000",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-pg-for-boys-in-industrial-area-phase-8-mohali-iid-1807675346,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-74-75-phase-1-3-5-7-8-in-sector-59-phase-5-mohali-iid-1807670433,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-near-phase-3b2-sector-60-excellence-technology-a2it-in-industrial-area-phase-8-mohali-iid-1807668240,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-two-seater-pg-room-with-food-for-girls-in-phase-2-sector-54-mohali-in-phase-2-mohali-iid-1807656337,"₹ 6,500",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-need-a-roommate-in-sector-74-mohali-iid-1807644434,N/A,,,,,,Main content missing
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-with-food-in-sector-60-phase-3b2-mohali-iid-1807569029,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-with-food-in-sector-60-phase-3b2-mohali-iid-1807568759,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-ac-and-non-ac-all-property-available-in-sector-80-mohali-iid-1807563794,"₹ 6,500",PG,Furnished,Owner,3,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-room-for-rent-in-sante-majra-kharar-iid-1807544357,"₹ 11,000",Roommate,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-1-ac-furnished-room-with-kitchen-in-sas-nagar-punjab-iid-1807505106,"₹ 5,000",Roommate,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-hotel-12-rooms-available-mohali-rent-135-lakh-in-sector-64-mohali-iid-1807497557,"₹ 1,35,000",Guest Houses,Furnished,Dealer,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-7-phase-sector-61-mohali-in-sector-61-mohali-iid-1768310281,"₹ 6,500",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-tolet-pg-independent-fully-furnished-acnon-ac-room-in-sector-118-mohali-iid-1807472670,"₹ 6,000",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-and-girls-in-mohali-in-industrial-area-phase-8-mohali-iid-1783428702,"₹ 6,500",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-pg-for-boys-in-mohali-in-industrial-area-phase-8b-mohali-iid-1801159717,"₹ 7,500",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-near-phase-industrial-area-mohali-in-industrial-area-phase-8b-mohali-iid-1802770579,"₹ 7,500",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-mohali-in-industrial-area-phase-8-mohali-iid-1803190234,"₹ 7,500",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-need-girl-room-mate-phase-9-mohali-in-sector-63-mohali-iid-1807463412,"₹ 4,000",Roommate,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-food-industrial-area-phase-8-excellence-tech-a2it-in-industrial-area-phase-8-mohali-iid-1807456093,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-pg-for-girls-in-sector-60-phase-3b2-mohali-iid-1807452861,"₹ 7,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-hotel-for-rent-in-sector-41a-chandigarh-iid-1807449970,"₹ 1,50,000",Guest Houses,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-required-for-rent-in-sector-59-phase-5-mohali-iid-1807447708,"₹ 3,500",PG,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-room-in-balongi-mohali-iid-1807408635,N/A,,,,,,"Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to ""https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-room-in-balongi-mohali-iid-1807408635"", waiting until ""load""
"
https://www.olx.in/en-in/item/pg-guest-houses-c1449-furnished-pg-for-girls-in-mohali-phase-6-in-sector-56-chandigarh-iid-1807400839,"₹ 5,000",PG,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-hygiene-pg-for-boys-and-girls-in-sec-59607065-near-to-ph-88b-b-in-industrial-area-phase-8b-mohali-iid-1807385667,N/A,,,,,,"Page.goto: net::ERR_CONNECTION_RESET at https://www.olx.in/en-in/item/pg-guest-houses-c1449-hygiene-pg-for-boys-and-girls-in-sec-59607065-near-to-ph-88b-b-in-industrial-area-phase-8b-mohali-iid-1807385667
Call log:
  - navigating to ""https://www.olx.in/en-in/item/pg-guest-houses-c1449-hygiene-pg-for-boys-and-girls-in-sec-59607065-near-to-ph-88b-b-in-industrial-area-phase-8b-mohali-iid-1807385667"", waiting until ""load""
"
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-sector-70-mohali-iid-1807380083,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-girls-pg-with-food-only-6500-phase-3-in-sector-53-mohali-iid-1807355584,"₹ 6,500",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-best-budget-pg-in-mohali-with-food-only-5500-in-sector-59-phase-5-mohali-iid-1807355255,N/A,,,,,,"Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to ""https://www.olx.in/en-in/item/pg-guest-houses-c1449-best-budget-pg-in-mohali-with-food-only-5500-in-sector-59-phase-5-mohali-iid-1807355255"", waiting until ""load""
"
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-with-food-only-6000-in-sector-60-phase-3b2-mohali-iid-1807354798,N/A,,,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-with-food-only-6000-in-sector-60-phase-3b2-mohali-iid-1807354798
Call log:
  - navigating to ""https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-with-food-only-6000-in-sector-60-phase-3b2-mohali-iid-1807354798"", waiting until ""load""
"
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-near-industrial-area-phase-8b-excellence-technology-a2it-in-sector-60-phase-3b2-mohali-iid-1807348137,"₹ 6,000",PG,Furnished,Owner,3,Yes,
